學校代碼,學校名稱,等級別,等級名稱,日夜別,日夜別名稱,群別代碼,群別名稱,科系代碼,科系名稱,一年級班級數,二年級班級數,三年級班級數,四年級班級數,一年級男學生數,一年級女學生數,二年級男學生數,二年級女學生數,三年級男學生數,三年級女學生數,四年級男學生數,四年級女學生數,延修生男學生數,延修生女學生數,上學年畢業生數男,上學年畢業生數女
11427,私立豫章工商,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,2,2,2,0,82,2,83,4,90,1,0,0,2,0,87,3
11427,私立豫章工商,V,專業群(職業)科,D,日間部,23,電機與電子群,306,電子科,1,1,1,0,40,1,44,2,27,1,0,0,0,0,24,3
11427,私立豫章工商,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,2,2,2,0,101,0,94,0,89,1,0,0,0,0,82,0
11427,私立豫章工商,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,1,1,1,0,12,14,20,23,10,9,0,0,0,0,12,20
11427,私立豫章工商,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,1,1,1,0,22,20,27,21,23,21,0,0,1,0,21,18
11427,私立豫章工商,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,1,2,2,0,26,23,31,42,19,44,0,0,0,0,36,47
11427,私立豫章工商,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,5,5,5,0,166,92,145,91,130,78,0,0,0,0,110,75
11431,私立莊敬工家,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,2,2,2,0,25,45,21,26,22,35,0,0,0,0,15,11
11431,私立莊敬工家,C,進修部(學校),N,夜間部,31,家政群,504,美容科,2,2,2,0,25,69,12,60,10,37,0,0,0,0,0,0
11431,私立莊敬工家,E,實用技能學程,D,日間部,36,美容造型群,N05,美髮技術科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,2,3,2,0,61,4,105,18,56,25,0,0,0,0,41,2
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,2,2,2,0,88,12,78,22,61,16,0,0,0,0,42,19
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,9,10,10,0,297,227,298,217,224,170,0,0,0,0,193,123
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,31,家政群,502,服裝科,0,0,1,0,0,0,0,0,3,27,0,0,0,0,3,31
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,31,家政群,503,幼兒保育科,1,1,1,0,1,26,2,28,1,28,0,0,0,0,0,30
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,31,家政群,504,美容科,5,5,3,0,33,190,32,156,20,98,0,0,0,0,17,106
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,31,家政群,515,流行服飾科,1,1,0,0,5,16,2,32,0,0,0,0,0,0,0,0
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,35,藝術群,816,電影電視科,1,1,1,0,17,27,22,28,22,9,0,0,0,0,7,16
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,35,藝術群,817,表演藝術科,13,11,9,0,196,454,168,382,147,265,0,0,0,0,103,159
11431,私立莊敬工家,V,專業群(職業)科,D,日間部,35,藝術群,820,多媒體動畫科,1,1,1,0,21,7,29,13,18,8,0,0,0,0,0,0
11432,私立中華商海,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,2,2,2,0,22,9,16,6,13,5,0,0,0,0,13,5
11432,私立中華商海,V,專業群(職業)科,D,日間部,34,海事群,702,輪機科,1,1,1,0,25,0,30,0,30,1,0,0,1,0,29,1
11432,私立中華商海,V,專業群(職業)科,D,日間部,34,海事群,708,航海科,1,1,1,0,35,5,28,5,31,2,0,0,1,0,36,8
11432,私立中華商海,V,專業群(職業)科,D,日間部,26,商業與管理群,717,航運管理科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011C71,私立光華高商進修學校,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,2,2,3,0,48,39,62,41,75,55,0,0,0,0,62,45
011C71,私立光華高商進修學校,C,進修部(學校),N,夜間部,32,餐旅群,407,觀光事業科,1,1,1,0,27,16,25,21,30,20,0,0,0,0,21,19
011C71,私立光華高商進修學校,C,進修部(學校),N,夜間部,27,外語群,421,應用外語科(日文組),2,2,2,0,23,21,34,30,31,25,0,0,0,0,49,45
13303,市立泰山高中,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,2,2,2,0,55,0,42,0,31,1,0,0,0,0,34,0
13303,市立泰山高中,C,進修部(學校),N,夜間部,23,電機與電子群,306,電子科,2,2,2,0,25,4,23,0,22,3,0,0,0,0,25,4
13303,市立泰山高中,H,普通科,D,日間部,11,學術群,101,普通科,10,10,10,0,179,198,187,188,208,204,0,0,23,20,143,190
13303,市立泰山高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,21,7,30,7,19,4,0,0,0,0,24,3
13303,市立泰山高中,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,2,2,2,0,83,1,65,2,80,2,0,0,9,0,52,0
13303,市立泰山高中,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,2,2,2,0,75,1,75,3,77,2,0,0,5,0,62,1
13303,市立泰山高中,V,專業群(職業)科,D,日間部,23,電機與電子群,306,電子科,2,2,2,0,72,7,72,8,74,7,0,0,0,0,71,7
13303,市立泰山高中,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,2,2,2,0,83,1,72,2,79,0,0,0,5,0,70,1
13303,市立泰山高中,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0
13304,市立板橋高中,H,普通科,D,日間部,11,學術群,101,普通科,18,18,18,0,382,374,373,372,333,336,0,0,0,0,407,309
13304,市立板橋高中,H,普通科,D,日間部,11,學術群,106,數理資優班,1,1,1,0,24,3,23,5,26,4,0,0,0,0,27,3
13304,市立板橋高中,H,普通科,D,日間部,11,學術群,107,語文資優班,1,1,1,0,8,21,2,24,4,23,0,0,0,0,7,20
13335,市立新店高中,H,普通科,D,日間部,11,學術群,101,普通科,16,16,16,0,353,321,300,315,285,275,0,0,0,0,331,299
13335,市立新店高中,H,普通科,D,日間部,11,學術群,102,音樂班,1,1,1,0,10,18,7,23,12,17,0,0,0,0,4,12
13336,市立中和高中,H,普通科,D,日間部,11,學術群,101,普通科,18,18,18,0,379,332,413,303,345,258,0,0,0,0,336,347
13337,市立新莊高中,H,普通科,D,日間部,11,學術群,101,普通科,18,18,18,0,381,329,352,353,317,301,0,0,0,0,376,352
13337,市立新莊高中,H,普通科,D,日間部,11,學術群,103,美術班,1,1,1,0,4,12,11,19,7,20,0,0,0,0,4,22
13338,市立新北高中,H,普通科,D,日間部,11,學術群,101,普通科,15,15,15,0,267,320,295,297,251,233,0,0,0,0,311,291
13338,市立新北高中,H,普通科,D,日間部,11,學術群,102,音樂班,1,1,1,0,11,18,12,17,15,15,0,0,0,0,7,15
13338,市立新北高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,16,5,23,5,18,5,0,0,0,0,20,1
13339,市立林口高中,H,普通科,D,日間部,11,學術群,101,普通科,15,15,15,0,276,291,286,296,254,333,0,0,0,0,266,301
13402,市立瑞芳高工,C,進修部(學校),N,夜間部,21,機械群,301,機械科,1,1,0,0,20,1,12,0,0,0,0,0,0,0,15,1
13402,市立瑞芳高工,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,1,1,1,0,15,12,13,10,10,8,0,0,0,0,16,6
13402,市立瑞芳高工,C,進修部(學校),N,夜間部,23,電機與電子群,308,電機科,1,1,1,0,21,6,10,1,14,2,0,0,0,0,15,2
13402,市立瑞芳高工,C,進修部(學校),N,夜間部,25,土木與建築群,311,建築科,1,1,1,0,18,7,12,4,11,2,0,0,0,0,11,5
13402,市立瑞芳高工,E,實用技能學程,D,日間部,23,電機與電子群,L31,家電技術科,0,1,1,0,0,0,30,1,25,4,0,0,8,0,29,2
13402,市立瑞芳高工,E,實用技能學程,D,日間部,21,機械群,L55,電腦繪圖科,0,1,1,0,0,0,17,6,21,5,0,0,4,0,10,6
13402,市立瑞芳高工,E,實用技能學程,D,日間部,21,機械群,L59,機械加工科,1,1,1,0,25,0,28,0,25,0,0,0,9,0,31,0
13402,市立瑞芳高工,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,22,1,23,2,10,4,0,0,1,0,15,0
13402,市立瑞芳高工,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,4,2,2,0,47,59,28,25,36,31,0,0,6,2,34,25
13402,市立瑞芳高工,M,綜合高中,D,日間部,26,商業與管理群,F01,資訊應用,0,1,1,0,0,0,13,15,19,3,0,0,9,5,15,8
13402,市立瑞芳高工,M,綜合高中,D,日間部,28,設計群,V02,室內設計,0,1,1,0,0,0,6,5,9,5,0,0,4,2,16,6
13402,市立瑞芳高工,M,綜合高中,D,日間部,27,外語群,X11,應用英語,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6
13402,市立瑞芳高工,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,1,1,1,0,33,1,25,2,29,0,0,0,7,0,37,2
13402,市立瑞芳高工,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,1,1,1,0,28,4,20,6,23,3,0,0,1,0,27,1
13402,市立瑞芳高工,V,專業群(職業)科,D,日間部,23,電機與電子群,306,電子科,1,1,1,0,36,2,31,0,29,0,0,0,4,0,32,2
13402,市立瑞芳高工,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,1,1,1,0,38,0,28,1,39,0,0,0,7,0,37,0
13402,市立瑞芳高工,V,專業群(職業)科,D,日間部,25,土木與建築群,311,建築科,1,1,1,0,19,14,24,8,28,6,0,0,9,1,26,2
13402,市立瑞芳高工,V,專業群(職業)科,D,日間部,25,土木與建築群,365,土木科,1,1,1,0,33,0,25,2,21,4,0,0,5,0,32,5
13402,市立瑞芳高工,V,專業群(職業)科,D,日間部,21,機械群,374,電腦機械製圖科,1,1,2,0,23,10,30,7,53,10,0,0,6,0,25,9
13402,市立瑞芳高工,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),1,1,0,0,5,24,13,8,0,0,0,0,0,0,0,0
13402,市立瑞芳高工,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,1,1,0,10,1,6,4,2,7,0,0,0,0,5,5
13430,市立三重商工,C,進修部(學校),N,夜間部,21,機械群,301,機械科,1,1,1,0,30,0,30,1,24,0,0,0,0,0,44,2
13430,市立三重商工,C,進修部(學校),N,夜間部,21,機械群,304,板金科,1,1,1,0,31,0,27,1,21,0,0,0,0,0,15,0
13430,市立三重商工,C,進修部(學校),N,夜間部,21,機械群,338,模具科,1,1,1,0,32,3,21,0,19,1,0,0,0,0,23,3
13430,市立三重商工,C,進修部(學校),N,夜間部,21,機械群,363,製圖科,1,1,1,0,23,9,15,5,13,1,0,0,0,0,18,11
13430,市立三重商工,C,進修部(學校),N,夜間部,26,商業與管理群,401,商業經營科,2,2,3,0,32,40,15,34,25,45,0,0,0,0,17,40
13430,市立三重商工,E,實用技能學程,N,夜間部,22,動力機械群,L01,汽車修護科,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0
13430,市立三重商工,E,實用技能學程,N,夜間部,26,商業與管理群,M09,商用資訊科,0,1,1,0,0,0,15,10,15,5,0,0,0,0,0,0
13430,市立三重商工,H,普通科,D,日間部,11,學術群,105,體育班,1,1,0,0,16,2,10,6,0,0,0,0,0,0,0,0
13430,市立三重商工,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,2,2,2,0,78,2,76,1,86,0,0,0,0,0,74,2
13430,市立三重商工,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,2,2,2,0,78,5,75,1,71,2,0,0,0,0,67,0
13430,市立三重商工,V,專業群(職業)科,D,日間部,21,機械群,304,板金科,2,2,2,0,73,2,66,1,67,2,0,0,0,0,56,1
13430,市立三重商工,V,專業群(職業)科,D,日間部,21,機械群,338,模具科,2,2,2,0,75,6,68,8,68,7,0,0,0,0,57,8
13430,市立三重商工,V,專業群(職業)科,D,日間部,21,機械群,363,製圖科,2,2,2,0,45,32,49,22,50,31,0,0,0,0,41,29
13430,市立三重商工,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,2,2,2,0,25,52,30,49,61,49,0,0,0,0,23,54
13430,市立三重商工,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,2,2,2,0,16,58,14,47,19,57,0,0,0,0,14,57
13430,市立三重商工,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,2,2,2,0,46,33,39,36,36,47,0,0,0,0,35,39
13430,市立三重商工,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),2,2,2,0,17,60,21,50,21,59,0,0,0,0,22,47
13430,市立三重商工,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,3,3,3,0,20,21,28,12,27,14,0,0,0,0,26,17
13433,市立新北高工,C,進修部(學校),N,夜間部,21,機械群,301,機械科,1,1,1,0,30,1,24,2,26,1,0,0,0,0,28,0
13433,市立新北高工,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,1,1,1,0,35,0,28,0,32,1,0,0,0,0,0,0
13433,市立新北高工,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,1,1,1,0,29,4,26,3,31,4,0,0,0,0,22,3
13433,市立新北高工,C,進修部(學校),N,夜間部,21,機械群,338,模具科,1,1,1,0,30,4,29,2,15,2,0,0,0,0,23,3
13433,市立新北高工,C,進修部(學校),N,夜間部,21,機械群,363,製圖科,1,1,1,0,26,7,19,6,20,8,0,0,0,0,20,8
13433,市立新北高工,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,1,1,1,0,18,16,9,15,13,20,0,0,0,0,14,15
13433,市立新北高工,E,實用技能學程,N,夜間部,22,動力機械群,L01,汽車修護科,1,1,1,0,35,3,34,0,22,0,0,0,0,0,30,0
13433,市立新北高工,E,實用技能學程,N,夜間部,21,機械群,L52,模具技術科,1,1,1,0,26,2,23,1,12,4,0,0,0,0,8,2
13433,市立新北高工,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,12,5,8,4,13,5,0,0,0,0,10,1
13433,市立新北高工,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,2,2,2,0,74,2,76,3,83,3,0,0,0,0,78,1
13433,市立新北高工,V,專業群(職業)科,D,日間部,21,機械群,302,鑄造科,2,2,2,0,73,6,66,9,67,7,0,0,0,0,73,5
13433,市立新北高工,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,2,2,2,0,83,1,81,1,85,1,0,0,1,0,72,1
13433,市立新北高工,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,1,1,1,0,38,4,36,4,36,5,0,0,0,0,0,0
13433,市立新北高工,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,3,3,3,0,126,3,126,1,123,3,0,0,0,0,118,3
13433,市立新北高工,V,專業群(職業)科,D,日間部,21,機械群,338,模具科,2,2,2,0,67,8,73,6,82,4,0,0,1,0,75,3
13433,市立新北高工,V,專業群(職業)科,D,日間部,21,機械群,363,製圖科,3,3,3,0,92,26,80,38,89,36,0,0,0,0,88,28
13433,市立新北高工,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,2,2,2,0,33,40,33,43,49,36,0,0,0,0,34,42
13433,市立新北高工,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),2,2,2,0,25,44,19,41,26,50,0,0,0,0,22,52
13433,市立新北高工,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,3,3,2,0,21,20,26,17,15,11,0,0,0,0,15,12
13434,市立淡水商工,C,進修部(學校),N,夜間部,23,電機與電子群,306,電子科,1,1,1,0,28,1,14,2,16,0,0,0,0,0,18,2
13434,市立淡水商工,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,1,2,2,0,23,15,24,15,21,14,0,0,0,0,21,19
13434,市立淡水商工,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,1,1,1,0,17,5,15,8,16,11,0,0,0,0,19,16
13434,市立淡水商工,E,實用技能學程,N,夜間部,32,餐旅群,M17,餐飲技術科,1,1,1,0,7,18,15,13,6,17,0,0,0,0,11,14
13434,市立淡水商工,H,普通科,D,日間部,11,學術群,101,普通科,4,4,4,0,65,80,71,78,63,95,0,0,0,0,56,61
13434,市立淡水商工,V,專業群(職業)科,D,日間部,29,農業群,202,園藝科,2,2,2,0,31,38,29,37,42,35,0,0,0,0,22,52
13434,市立淡水商工,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,2,2,2,0,63,17,58,10,69,12,0,0,0,0,44,18
13434,市立淡水商工,V,專業群(職業)科,D,日間部,23,電機與電子群,306,電子科,2,2,2,0,68,7,50,6,69,6,0,0,0,0,42,9
13434,市立淡水商工,V,專業群(職業)科,D,日間部,23,電機與電子群,307,控制科,2,2,2,0,61,15,45,7,61,4,0,0,0,0,62,8
13434,市立淡水商工,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,2,2,2,0,77,2,63,3,78,2,0,0,0,0,66,0
13434,市立淡水商工,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,2,2,2,0,20,44,18,41,31,47,0,0,0,0,19,51
13434,市立淡水商工,V,專業群(職業)科,D,日間部,26,商業與管理群,403,會計事務科,2,2,2,0,10,55,17,45,19,49,0,0,0,0,15,58
13434,市立淡水商工,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,2,2,2,0,20,47,20,44,24,53,0,0,0,0,19,48
13434,市立淡水商工,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,2,2,2,0,33,44,31,36,34,41,0,0,0,0,25,45
13434,市立淡水商工,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,3,3,3,0,24,15,27,14,27,12,0,0,0,0,22,20
14302,市立海山高中,C,進修部(學校),N,夜間部,11,學術群,101,普通科,2,1,2,0,12,35,10,13,13,35,0,0,0,0,10,42
14302,市立海山高中,H,普通科,D,日間部,11,學術群,101,普通科,9,9,9,0,174,187,215,155,183,134,0,0,0,0,189,158
14302,市立海山高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,23,8,23,8,18,1,0,0,0,0,16,2
14302,市立海山高中,J,附設國中部,D,日間部,,,0,國中部,29,30,26,0,447,371,451,396,431,384,0,0,0,0,475,503
14311,市立三重高中,C,進修部(學校),N,夜間部,11,學術群,101,普通科,1,1,1,0,7,21,4,24,5,21,0,0,0,0,6,19
14311,市立三重高中,H,普通科,D,日間部,11,學術群,101,普通科,11,11,9,0,207,211,193,227,158,193,0,0,0,0,143,185
14311,市立三重高中,H,普通科,D,日間部,11,學術群,103,美術班,1,1,1,0,4,24,7,23,5,20,0,0,0,0,0,0
14311,市立三重高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,10,14,19,9,13,7,0,0,0,0,11,16
14311,市立三重高中,J,附設國中部,D,日間部,,,0,國中部,9,12,12,0,126,104,154,133,165,156,0,0,0,0,142,169
14315,市立永平高中,C,進修部(學校),N,夜間部,11,學術群,101,普通科,1,1,1,0,13,26,4,25,8,18,0,0,0,0,7,27
14315,市立永平高中,H,普通科,D,日間部,11,學術群,101,普通科,10,10,10,0,191,199,199,174,157,153,0,0,0,0,138,195
14315,市立永平高中,H,普通科,D,日間部,11,學術群,103,美術班,1,1,1,0,8,21,5,22,8,24,0,0,0,0,3,16
14315,市立永平高中,J,附設國中部,D,日間部,,,0,國中部,14,14,15,0,213,201,207,197,245,222,0,0,0,0,263,244
14322,市立樹林高中,C,進修部(學校),N,夜間部,11,學術群,101,普通科,2,1,2,0,8,25,8,28,8,23,0,0,0,0,18,33
14322,市立樹林高中,H,普通科,D,日間部,11,學術群,101,普通科,12,12,12,0,214,253,233,233,211,278,0,0,0,0,189,240
14322,市立樹林高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,11,7,18,6,13,8,0,0,0,0,6,9
14322,市立樹林高中,H,普通科,D,日間部,11,學術群,111,原住民藝能班,1,1,1,0,10,19,5,25,9,18,0,0,0,0,4,12
14322,市立樹林高中,J,附設國中部,D,日間部,,,0,國中部,14,15,15,0,183,176,222,204,231,207,0,0,0,0,223,253
14326,市立明德高中,H,普通科,D,日間部,11,學術群,101,普通科,10,10,10,0,158,229,179,197,151,190,0,0,0,0,146,175
14326,市立明德高中,H,普通科,D,日間部,11,學術群,105,體育班,2,1,1,0,31,10,31,6,29,7,0,0,0,0,23,8
14326,市立明德高中,J,附設國中部,D,日間部,,,0,國中部,8,10,10,0,145,81,138,101,144,121,0,0,0,0,172,140
14332,市立秀峰高中,C,進修部(學校),N,夜間部,11,學術群,101,普通科,1,1,1,0,5,12,3,5,3,11,0,0,0,0,4,4
14332,市立秀峰高中,H,普通科,D,日間部,11,學術群,101,普通科,8,8,8,0,149,155,121,183,149,161,0,0,0,0,119,118
14332,市立秀峰高中,H,普通科,D,日間部,11,學術群,105,體育班,2,1,1,0,25,18,13,8,12,10,0,0,0,0,8,5
14332,市立秀峰高中,J,附設國中部,D,日間部,,,0,國中部,15,14,14,0,254,208,223,205,241,234,0,0,0,0,266,246
14338,市立金山高中,H,普通科,D,日間部,11,學術群,111,原住民藝能班,1,1,1,0,10,11,14,7,4,9,0,0,0,0,9,4
14338,市立金山高中,J,附設國中部,D,日間部,,,0,國中部,6,7,8,0,79,79,95,102,95,105,0,0,0,0,86,103
14338,市立金山高中,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,5,3,3,0,97,69,37,48,46,47,0,0,0,0,43,34
14338,市立金山高中,M,綜合高中,D,日間部,26,商業與管理群,F01,資訊應用,0,2,1,0,0,0,29,12,13,16,0,0,0,0,23,16
14338,市立金山高中,M,綜合高中,D,日間部,32,餐旅群,J01,餐飲服務,0,1,2,0,0,0,13,11,17,20,0,0,0,0,7,19
14343,市立安康高中,H,普通科,D,日間部,11,學術群,101,普通科,10,10,10,0,192,177,159,187,159,206,0,0,0,0,134,141
14343,市立安康高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,17,7,19,5,9,2,0,0,0,0,19,4
14343,市立安康高中,J,附設國中部,D,日間部,,,0,國中部,6,8,8,0,77,76,108,94,117,97,0,0,0,0,117,94
14347,市立雙溪高中,J,附設國中部,D,日間部,,,0,國中部,3,2,4,0,34,26,35,26,37,31,0,0,0,0,24,35
14347,市立雙溪高中,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,5,4,3,0,83,78,43,66,44,46,0,0,0,0,50,47
14347,市立雙溪高中,M,綜合高中,D,日間部,26,商業與管理群,F01,資訊應用,0,0,1,0,0,0,0,0,20,13,0,0,0,0,9,6
14347,市立雙溪高中,M,綜合高中,D,日間部,26,商業與管理群,F04,商業服務,0,1,1,0,0,0,23,19,14,8,0,0,0,0,7,11
