學年度,學校代碼,學校名稱,類別,等級別,國別代碼,國別名稱,科系代碼,科系名稱,學生總計,男學生,女學生,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,上學年畢業生總計,上學年度男畢業生,上學年度女畢業生
105,0001,國立政治大學,A 僑生,M 碩士,019,馬來西亞,340301,企業管理研究所(MBA學位學程), 5 , 2 , 3 , 1 , 1 , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,A 僑生,M 碩士,019,馬來西亞,340601,風險管理與保險學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , - 
105,0001,國立政治大學,A 僑生,M 碩士,019,馬來西亞,349984,科技管理與智慧財產研究所, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,019,馬來西亞,380101,法律學系, 4 , 2 , 2 , - , - , 1 , 1 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,019,馬來西亞,380204,法律科際整合研究所, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,019,馬來西亞,480505,數位內容碩士學位學程, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,024,菲律賓,340301,企業管理研究所(MBA學位學程), 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,A 僑生,M 碩士,027,新加坡,140203,華語文教學碩士學位學程, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,A 僑生,M 碩士,027,新加坡,340601,風險管理與保險學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,027,新加坡,340701,財政學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,030,泰國,310112,應用經濟與社會發展英語碩士學位學程, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,030,泰國,340201,會計學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,030,泰國,340301,企業管理研究所(MBA學位學程), 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,A 僑生,M 碩士,241,南非,340301,企業管理研究所(MBA學位學程), 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,241,南非,349984,科技管理與智慧財產研究所, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,330,英國,310905,外交學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,A 僑生,M 碩士,403,加拿大,310909,國際研究英語碩士學位學程, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,403,加拿大,340301,企業管理研究所(MBA學位學程), 4 , 3 , 1 , - , - , 1 , - , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,403,加拿大,340505,金融學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,A 僑生,M 碩士,403,加拿大,380101,法律學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,403,加拿大,460201,統計學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,414,尼加拉瓜,310909,國際研究英語碩士學位學程, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,425,美國,320102,傳播學院傳播碩士學位學程, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,425,美國,320301,廣播電視學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,A 僑生,M 碩士,425,美國,340301,企業管理研究所(MBA學位學程), 2 , - , 2 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,425,美國,340408,國際經營與貿易學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,A 僑生,M 碩士,425,美國,349984,科技管理與智慧財產研究所, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,A 僑生,M 碩士,425,美國,380204,法律科際整合研究所, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,A 僑生,M 碩士,508,巴拉圭,340504,財務管理學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,140101,教育學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,220201,中國文學系, 4 , 2 , 2 , - , - , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,220307,英國語文學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,220322,阿拉伯語文學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,220324,韓國語文學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,220327,歐洲語文學系, 2 , 1 , 1 , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,220333,斯拉夫語文學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,220901,歷史學系, 2 , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,221101,哲學系, 4 , 3 , 1 , 1 , - , 1 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,310101,經濟學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,310201,政治學系, 4 , 3 , 1 , - , - , 2 , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,310401,民族學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,310501,心理學系, 2 , 1 , 1 , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,310801,公共行政學系, 2 , - , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,310811,地政學系, 2 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,310905,外交學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,320201,新聞學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,320802,廣告學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,329999,傳播學院大一大二不分系, 9 , 3 , 6 , 2 , 1 , 1 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,340201,會計學系, 2 , 2 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,340301,企業管理學系, 2 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,340408,國際經營與貿易學系, 2 , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,340701,財政學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,380101,法律學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,460201,統計學系, 2 , 2 , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,480109,資訊管理學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),060,香港,520116,資訊科學系, 3 , 2 , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,140101,教育學系, 3 , 2 , 1 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,220201,中國文學系, 4 , 3 , 1 , 1 , - , 1 , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , 3 , 3 , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,220307,英國語文學系, 5 , 2 , 3 , 1 , 2 , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,220320,日本語文學系, 5 , - , 5 , - , 1 , - , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,220324,韓國語文學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,220326,土耳其語文學系, 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,220327,歐洲語文學系, 3 , - , 3 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,220333,斯拉夫語文學系, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,220901,歷史學系, 8 , 8 , - , 3 , - , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,221101,哲學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,310101,經濟學系, 5 , 4 , 1 , 1 , - , - , 1 , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,310201,政治學系, 3 , 3 , - , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,310301,社會學系, 4 , 3 , 1 , 1 , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,310401,民族學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,310501,心理學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,310801,公共行政學系, 2 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,310811,地政學系, 9 , 8 , 1 , 2 , - , 2 , - , 2 , 1 , 1 , - , - , - , - , - , - , - , 1 , - , 2 , 1 , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,310905,外交學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,320201,新聞學系, 2 , 1 , 1 , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,320301,廣播電視學系, 3 , 3 , - , - , - , - , - , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,329999,傳播學院大一大二不分系, 10 , 2 , 8 , 2 , 6 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,340201,會計學系, 2 , 1 , 1 , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,340301,企業管理學系, 4 , 4 , - , 1 , - , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,340408,國際經營與貿易學系, 2 , 1 , 1 , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,340504,財務管理學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,340505,金融學系, 3 , 2 , 1 , - , 1 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,340601,風險管理與保險學系, 2 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,340701,財政學系, 3 , 1 , 2 , - , - , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,460102,應用數學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,460201,統計學系, 5 , 3 , 2 , - , 1 , 1 , - , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,480109,資訊管理學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,B 學士(四年),070,澳門,520116,資訊科學系, 4 , 4 , - , - , - , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0001,國立政治大學,B 港澳生,D 博士,060,香港,310201,政治學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,D 博士,070,澳門,220901,歷史學系, 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,140101,教育學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,140203,華語文教學碩士學位學程, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,220101,台灣文學研究所, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,220201,中國文學系, 3 , 1 , 2 , - , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,220901,歷史學系, 5 , 4 , 1 , 1 , - , - , 1 , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,221101,哲學系, 3 , 3 , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,310101,經濟學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,310201,政治學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,310301,社會學系, 2 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,310501,心理學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,310702,東亞研究所, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,310709,俄羅斯研究所, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,310905,外交學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,311002,國家發展研究所, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,320102,傳播學院傳播碩士學位學程, 2 , 1 , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0001,國立政治大學,B 港澳生,M 碩士,060,香港,320115,國際傳播英語碩士學位學程, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
